class	pattern	X	Y	query
no	both X and Y	private	public	both_. (?!private)(\b\w+)_j and_. (\bpublic)_j
no	both X and Y	private	public	both_. (\bprivate)_j and_. (?!public)(\b\w+)_j
no	both X and Y	private	public	both_. (?!public)(\b\w+)_j and_. (\bprivate)_j
no	both X and Y	private	public	both_. (\bpublic)_j and_. (?!private)(\b\w+)_j
yes	both X and Y	bad	good	both_. (bad)_j and_. (good)_j
yes	both X and Y	bad	good	both_. (good)_j and_. (bad)_j
no	both X and Y	bad	good	both_. (?!bad)(\b\w+)_j and_. (\bgood)_j
no	both X and Y	bad	good	both_. (\bbad)_j and_. (?!good)(\b\w+)_j
no	both X and Y	bad	good	both_. (?!good)(\b\w+)_j and_. (\bbad)_j
no	both X and Y	bad	good	both_. (\bgood)_j and_. (?!bad)(\b\w+)_j
yes	both X and Y	heavy	light	both_. (heavy)_j and_. (light)_j
yes	both X and Y	heavy	light	both_. (light)_j and_. (heavy)_j
no	both X and Y	heavy	light	both_. (?!heavy)(\b\w+)_j and_. (\blight)_j
no	both X and Y	heavy	light	both_. (\bheavy)_j and_. (?!light)(\b\w+)_j
no	both X and Y	heavy	light	both_. (?!light)(\b\w+)_j and_. (\bheavy)_j
no	both X and Y	heavy	light	both_. (\blight)_j and_. (?!heavy)(\b\w+)_j
yes	both X and Y	drunk	sober	both_. (drunk)_j and_. (sober)_j
yes	both X and Y	drunk	sober	both_. (sober)_j and_. (drunk)_j
no	both X and Y	drunk	sober	both_. (?!drunk)(\b\w+)_j and_. (\bsober)_j
no	both X and Y	drunk	sober	both_. (\bdrunk)_j and_. (?!sober)(\b\w+)_j
no	both X and Y	drunk	sober	both_. (?!sober)(\b\w+)_j and_. (\bdrunk)_j
no	both X and Y	drunk	sober	both_. (\bsober)_j and_. (?!drunk)(\b\w+)_j
yes	both X and Y	hard	soft	both_. (hard)_j and_. (soft)_j
yes	both X and Y	hard	soft	both_. (soft)_j and_. (hard)_j
no	both X and Y	hard	soft	both_. (?!hard)(\b\w+)_j and_. (\bsoft)_j
no	both X and Y	hard	soft	both_. (\bhard)_j and_. (?!soft)(\b\w+)_j
no	both X and Y	hard	soft	both_. (?!soft)(\b\w+)_j and_. (\bhard)_j
no	both X and Y	hard	soft	both_. (\bsoft)_j and_. (?!hard)(\b\w+)_j
yes	both X and Y	false	true	both_. (false)_j and_. (true)_j
yes	both X and Y	false	true	both_. (true)_j and_. (false)_j
no	both X and Y	false	true	both_. (?!false)(\b\w+)_j and_. (\btrue)_j
no	both X and Y	false	true	both_. (\bfalse)_j and_. (?!true)(\b\w+)_j
no	both X and Y	false	true	both_. (?!true)(\b\w+)_j and_. (\bfalse)_j
no	both X and Y	false	true	both_. (\btrue)_j and_. (?!false)(\b\w+)_j
yes	both X and Y	happy	sad	both_. (happy)_j and_. (sad)_j
yes	both X and Y	happy	sad	both_. (sad)_j and_. (happy)_j
no	both X and Y	happy	sad	both_. (?!happy)(\b\w+)_j and_. (\bsad)_j
no	both X and Y	happy	sad	both_. (\bhappy)_j and_. (?!sad)(\b\w+)_j
no	both X and Y	happy	sad	both_. (?!sad)(\b\w+)_j and_. (\bhappy)_j
no	both X and Y	happy	sad	both_. (\bsad)_j and_. (?!happy)(\b\w+)_j
yes	both X and Y	dry	wet	both_. (dry)_j and_. (wet)_j
yes	both X and Y	dry	wet	both_. (wet)_j and_. (dry)_j
no	both X and Y	dry	wet	both_. (?!dry)(\b\w+)_j and_. (\bwet)_j
no	both X and Y	dry	wet	both_. (\bdry)_j and_. (?!wet)(\b\w+)_j
no	both X and Y	dry	wet	both_. (?!wet)(\b\w+)_j and_. (\bdry)_j
no	both X and Y	dry	wet	both_. (\bwet)_j and_. (?!dry)(\b\w+)_j
yes	both X and Y	right	wrong	both_. (right)_j and_. (wrong)_j
yes	both X and Y	right	wrong	both_. (wrong)_j and_. (right)_j
no	both X and Y	right	wrong	both_. (?!right)(\b\w+)_j and_. (\bwrong)_j
no	both X and Y	right	wrong	both_. (\bright)_j and_. (?!wrong)(\b\w+)_j
no	both X and Y	right	wrong	both_. (?!wrong)(\b\w+)_j and_. (\bright)_j
no	both X and Y	right	wrong	both_. (\bwrong)_j and_. (?!right)(\b\w+)_j
yes	both X and Y	female	male	both_. (female)_j and_. (male)_j
yes	both X and Y	female	male	both_. (male)_j and_. (female)_j
no	both X and Y	female	male	both_. (?!female)(\b\w+)_j and_. (\bmale)_j
no	both X and Y	female	male	both_. (\bfemale)_j and_. (?!male)(\b\w+)_j
no	both X and Y	female	male	both_. (?!male)(\b\w+)_j and_. (\bfemale)_j
no	both X and Y	female	male	both_. (\bmale)_j and_. (?!female)(\b\w+)_j
yes	both X and Y	high	low	both_. (high)_j and_. (low)_j
yes	both X and Y	high	low	both_. (low)_j and_. (high)_j
no	both X and Y	high	low	both_. (?!high)(\b\w+)_j and_. (\blow)_j
no	both X and Y	high	low	both_. (\bhigh)_j and_. (?!low)(\b\w+)_j
no	both X and Y	high	low	both_. (?!low)(\b\w+)_j and_. (\bhigh)_j
no	both X and Y	high	low	both_. (\blow)_j and_. (?!high)(\b\w+)_j
yes	both X and Y	rural	urban	both_. (rural)_j and_. (urban)_j
yes	both X and Y	rural	urban	both_. (urban)_j and_. (rural)_j
no	both X and Y	rural	urban	both_. (?!rural)(\b\w+)_j and_. (\burban)_j
no	both X and Y	rural	urban	both_. (\brural)_j and_. (?!urban)(\b\w+)_j
no	both X and Y	rural	urban	both_. (?!urban)(\b\w+)_j and_. (\brural)_j
no	both X and Y	rural	urban	both_. (\burban)_j and_. (?!rural)(\b\w+)_j
yes	both X and Y	cold	hot	both_. (cold)_j and_. (hot)_j
yes	both X and Y	cold	hot	both_. (hot)_j and_. (cold)_j
no	both X and Y	cold	hot	both_. (?!cold)(\b\w+)_j and_. (\bhot)_j
no	both X and Y	cold	hot	both_. (\bcold)_j and_. (?!hot)(\b\w+)_j
no	both X and Y	cold	hot	both_. (?!hot)(\b\w+)_j and_. (\bcold)_j
no	both X and Y	cold	hot	both_. (\bhot)_j and_. (?!cold)(\b\w+)_j
yes	both X and Y	poor	rich	both_. (poor)_j and_. (rich)_j
yes	both X and Y	poor	rich	both_. (rich)_j and_. (poor)_j
no	both X and Y	poor	rich	both_. (?!poor)(\b\w+)_j and_. (\brich)_j
no	both X and Y	poor	rich	both_. (\bpoor)_j and_. (?!rich)(\b\w+)_j
no	both X and Y	poor	rich	both_. (?!rich)(\b\w+)_j and_. (\bpoor)_j
no	both X and Y	poor	rich	both_. (\brich)_j and_. (?!poor)(\b\w+)_j
yes	both X and Y	difficult	easy	both_. (difficult)_j and_. (easy)_j
yes	both X and Y	difficult	easy	both_. (easy)_j and_. (difficult)_j
no	both X and Y	difficult	easy	both_. (?!difficult)(\b\w+)_j and_. (\beasy)_j
no	both X and Y	difficult	easy	both_. (\bdifficult)_j and_. (?!easy)(\b\w+)_j
no	both X and Y	difficult	easy	both_. (?!easy)(\b\w+)_j and_. (\bdifficult)_j
no	both X and Y	difficult	easy	both_. (\beasy)_j and_. (?!difficult)(\b\w+)_j
yes	both X and Y	optimistic	pessimistic	both_. (optimistic)_j and_. (pessimistic)_j
yes	both X and Y	optimistic	pessimistic	both_. (pessimistic)_j and_. (optimistic)_j
no	both X and Y	optimistic	pessimistic	both_. (?!optimistic)(\b\w+)_j and_. (\bpessimistic)_j
no	both X and Y	optimistic	pessimistic	both_. (\boptimistic)_j and_. (?!pessimistic)(\b\w+)_j
no	both X and Y	optimistic	pessimistic	both_. (?!pessimistic)(\b\w+)_j and_. (\boptimistic)_j
no	both X and Y	optimistic	pessimistic	both_. (\bpessimistic)_j and_. (?!optimistic)(\b\w+)_j
yes	both X and Y	permanent	temporary	both_. (permanent)_j and_. (temporary)_j
yes	both X and Y	permanent	temporary	both_. (temporary)_j and_. (permanent)_j
no	both X and Y	permanent	temporary	both_. (?!permanent)(\b\w+)_j and_. (\btemporary)_j
no	both X and Y	permanent	temporary	both_. (\bpermanent)_j and_. (?!temporary)(\b\w+)_j
no	both X and Y	permanent	temporary	both_. (?!temporary)(\b\w+)_j and_. (\bpermanent)_j
no	both X and Y	permanent	temporary	both_. (\btemporary)_j and_. (?!permanent)(\b\w+)_j
yes	both X and Y	feminine	masculine	both_. (feminine)_j and_. (masculine)_j
yes	both X and Y	feminine	masculine	both_. (masculine)_j and_. (feminine)_j
no	both X and Y	feminine	masculine	both_. (?!feminine)(\b\w+)_j and_. (\bmasculine)_j
no	both X and Y	feminine	masculine	both_. (\bfeminine)_j and_. (?!masculine)(\b\w+)_j
no	both X and Y	feminine	masculine	both_. (?!masculine)(\b\w+)_j and_. (\bfeminine)_j
no	both X and Y	feminine	masculine	both_. (\bmasculine)_j and_. (?!feminine)(\b\w+)_j
yes	both X and Y	long	short	both_. (long)_j and_. (short)_j
yes	both X and Y	long	short	both_. (short)_j and_. (long)_j
no	both X and Y	long	short	both_. (?!long)(\b\w+)_j and_. (\bshort)_j
no	both X and Y	long	short	both_. (\blong)_j and_. (?!short)(\b\w+)_j
no	both X and Y	long	short	both_. (?!short)(\b\w+)_j and_. (\blong)_j
no	both X and Y	long	short	both_. (\bshort)_j and_. (?!long)(\b\w+)_j
yes	both X and Y	large	small	both_. (large)_j and_. (small)_j
yes	both X and Y	large	small	both_. (small)_j and_. (large)_j
no	both X and Y	large	small	both_. (?!large)(\b\w+)_j and_. (\bsmall)_j
no	both X and Y	large	small	both_. (\blarge)_j and_. (?!small)(\b\w+)_j
no	both X and Y	large	small	both_. (?!small)(\b\w+)_j and_. (\blarge)_j
no	both X and Y	large	small	both_. (\bsmall)_j and_. (?!large)(\b\w+)_j
yes	both X and Y	new	old	both_. (new)_j and_. (old)_j
yes	both X and Y	new	old	both_. (old)_j and_. (new)_j
no	both X and Y	new	old	both_. (?!new)(\b\w+)_j and_. (\bold)_j
no	both X and Y	new	old	both_. (\bnew)_j and_. (?!old)(\b\w+)_j
no	both X and Y	new	old	both_. (?!old)(\b\w+)_j and_. (\bnew)_j
no	both X and Y	new	old	both_. (\bold)_j and_. (?!new)(\b\w+)_j
yes	both X and Y	fast	slow	both_. (fast)_j and_. (slow)_j
yes	both X and Y	fast	slow	both_. (slow)_j and_. (fast)_j
no	both X and Y	fast	slow	both_. (?!fast)(\b\w+)_j and_. (\bslow)_j
no	both X and Y	fast	slow	both_. (\bfast)_j and_. (?!slow)(\b\w+)_j
no	both X and Y	fast	slow	both_. (?!slow)(\b\w+)_j and_. (\bfast)_j
no	both X and Y	fast	slow	both_. (\bslow)_j and_. (?!fast)(\b\w+)_j
yes	both X and Y	major	minor	both_. (major)_j and_. (minor)_j
yes	both X and Y	major	minor	both_. (minor)_j and_. (major)_j
no	both X and Y	major	minor	both_. (?!major)(\b\w+)_j and_. (\bminor)_j
no	both X and Y	major	minor	both_. (\bmajor)_j and_. (?!minor)(\b\w+)_j
no	both X and Y	major	minor	both_. (?!minor)(\b\w+)_j and_. (\bmajor)_j
no	both X and Y	major	minor	both_. (\bminor)_j and_. (?!major)(\b\w+)_j
yes	both X and Y	active	passive	both_. (active)_j and_. (passive)_j
yes	both X and Y	active	passive	both_. (passive)_j and_. (active)_j
no	both X and Y	active	passive	both_. (?!active)(\b\w+)_j and_. (\bpassive)_j
no	both X and Y	active	passive	both_. (\bactive)_j and_. (?!passive)(\b\w+)_j
no	both X and Y	active	passive	both_. (?!passive)(\b\w+)_j and_. (\bactive)_j
no	both X and Y	active	passive	both_. (\bpassive)_j and_. (?!active)(\b\w+)_j
yes	deeply X and deeply Y	alive	dead	deeply_. (alive)_j and_. deeply_. (dead)_j
yes	deeply X and deeply Y	alive	dead	deeply_. (dead)_j and_. deeply_. (alive)_j
no	deeply X and deeply Y	alive	dead	deeply_. (?!alive)(\b\w+)_j and_. deeply_. (\bdead)_j
no	deeply X and deeply Y	alive	dead	deeply_. (\balive)_j and_. deeply_. (?!dead)(\b\w+)_j
no	deeply X and deeply Y	alive	dead	deeply_. (?!dead)(\b\w+)_j and_. deeply_. (\balive)_j
no	deeply X and deeply Y	alive	dead	deeply_. (\bdead)_j and_. deeply_. (?!alive)(\b\w+)_j
yes	deeply X and deeply Y	private	public	deeply_. (private)_j and_. deeply_. (public)_j
yes	deeply X and deeply Y	private	public	deeply_. (public)_j and_. deeply_. (private)_j
no	deeply X and deeply Y	private	public	deeply_. (?!private)(\b\w+)_j and_. deeply_. (\bpublic)_j
no	deeply X and deeply Y	private	public	deeply_. (\bprivate)_j and_. deeply_. (?!public)(\b\w+)_j
no	deeply X and deeply Y	private	public	deeply_. (?!public)(\b\w+)_j and_. deeply_. (\bprivate)_j
no	deeply X and deeply Y	private	public	deeply_. (\bpublic)_j and_. deeply_. (?!private)(\b\w+)_j
yes	deeply X and deeply Y	bad	good	deeply_. (bad)_j and_. deeply_. (good)_j
yes	deeply X and deeply Y	bad	good	deeply_. (good)_j and_. deeply_. (bad)_j
no	deeply X and deeply Y	bad	good	deeply_. (?!bad)(\b\w+)_j and_. deeply_. (\bgood)_j
no	deeply X and deeply Y	bad	good	deeply_. (\bbad)_j and_. deeply_. (?!good)(\b\w+)_j
no	deeply X and deeply Y	bad	good	deeply_. (?!good)(\b\w+)_j and_. deeply_. (\bbad)_j
no	deeply X and deeply Y	bad	good	deeply_. (\bgood)_j and_. deeply_. (?!bad)(\b\w+)_j
yes	deeply X and deeply Y	heavy	light	deeply_. (heavy)_j and_. deeply_. (light)_j
yes	deeply X and deeply Y	heavy	light	deeply_. (light)_j and_. deeply_. (heavy)_j
no	deeply X and deeply Y	heavy	light	deeply_. (?!heavy)(\b\w+)_j and_. deeply_. (\blight)_j
no	deeply X and deeply Y	heavy	light	deeply_. (\bheavy)_j and_. deeply_. (?!light)(\b\w+)_j
no	deeply X and deeply Y	heavy	light	deeply_. (?!light)(\b\w+)_j and_. deeply_. (\bheavy)_j
no	deeply X and deeply Y	heavy	light	deeply_. (\blight)_j and_. deeply_. (?!heavy)(\b\w+)_j
yes	deeply X and deeply Y	drunk	sober	deeply_. (drunk)_j and_. deeply_. (sober)_j
yes	deeply X and deeply Y	drunk	sober	deeply_. (sober)_j and_. deeply_. (drunk)_j
no	deeply X and deeply Y	drunk	sober	deeply_. (?!drunk)(\b\w+)_j and_. deeply_. (\bsober)_j
no	deeply X and deeply Y	drunk	sober	deeply_. (\bdrunk)_j and_. deeply_. (?!sober)(\b\w+)_j
no	deeply X and deeply Y	drunk	sober	deeply_. (?!sober)(\b\w+)_j and_. deeply_. (\bdrunk)_j
no	deeply X and deeply Y	drunk	sober	deeply_. (\bsober)_j and_. deeply_. (?!drunk)(\b\w+)_j
yes	deeply X and deeply Y	hard	soft	deeply_. (hard)_j and_. deeply_. (soft)_j
yes	deeply X and deeply Y	hard	soft	deeply_. (soft)_j and_. deeply_. (hard)_j
no	deeply X and deeply Y	hard	soft	deeply_. (?!hard)(\b\w+)_j and_. deeply_. (\bsoft)_j
no	deeply X and deeply Y	hard	soft	deeply_. (\bhard)_j and_. deeply_. (?!soft)(\b\w+)_j
no	deeply X and deeply Y	hard	soft	deeply_. (?!soft)(\b\w+)_j and_. deeply_. (\bhard)_j
no	deeply X and deeply Y	hard	soft	deeply_. (\bsoft)_j and_. deeply_. (?!hard)(\b\w+)_j
yes	deeply X and deeply Y	false	true	deeply_. (false)_j and_. deeply_. (true)_j
yes	deeply X and deeply Y	false	true	deeply_. (true)_j and_. deeply_. (false)_j
no	deeply X and deeply Y	false	true	deeply_. (?!false)(\b\w+)_j and_. deeply_. (\btrue)_j
no	deeply X and deeply Y	false	true	deeply_. (\bfalse)_j and_. deeply_. (?!true)(\b\w+)_j
no	deeply X and deeply Y	false	true	deeply_. (?!true)(\b\w+)_j and_. deeply_. (\bfalse)_j
no	deeply X and deeply Y	false	true	deeply_. (\btrue)_j and_. deeply_. (?!false)(\b\w+)_j
yes	deeply X and deeply Y	happy	sad	deeply_. (happy)_j and_. deeply_. (sad)_j
yes	deeply X and deeply Y	happy	sad	deeply_. (sad)_j and_. deeply_. (happy)_j
no	deeply X and deeply Y	happy	sad	deeply_. (?!happy)(\b\w+)_j and_. deeply_. (\bsad)_j
no	deeply X and deeply Y	happy	sad	deeply_. (\bhappy)_j and_. deeply_. (?!sad)(\b\w+)_j
no	deeply X and deeply Y	happy	sad	deeply_. (?!sad)(\b\w+)_j and_. deeply_. (\bhappy)_j
no	deeply X and deeply Y	happy	sad	deeply_. (\bsad)_j and_. deeply_. (?!happy)(\b\w+)_j
yes	deeply X and deeply Y	dry	wet	deeply_. (dry)_j and_. deeply_. (wet)_j
yes	deeply X and deeply Y	dry	wet	deeply_. (wet)_j and_. deeply_. (dry)_j
no	deeply X and deeply Y	dry	wet	deeply_. (?!dry)(\b\w+)_j and_. deeply_. (\bwet)_j
no	deeply X and deeply Y	dry	wet	deeply_. (\bdry)_j and_. deeply_. (?!wet)(\b\w+)_j
no	deeply X and deeply Y	dry	wet	deeply_. (?!wet)(\b\w+)_j and_. deeply_. (\bdry)_j
no	deeply X and deeply Y	dry	wet	deeply_. (\bwet)_j and_. deeply_. (?!dry)(\b\w+)_j
yes	deeply X and deeply Y	right	wrong	deeply_. (right)_j and_. deeply_. (wrong)_j
yes	deeply X and deeply Y	right	wrong	deeply_. (wrong)_j and_. deeply_. (right)_j
no	deeply X and deeply Y	right	wrong	deeply_. (?!right)(\b\w+)_j and_. deeply_. (\bwrong)_j
no	deeply X and deeply Y	right	wrong	deeply_. (\bright)_j and_. deeply_. (?!wrong)(\b\w+)_j
no	deeply X and deeply Y	right	wrong	deeply_. (?!wrong)(\b\w+)_j and_. deeply_. (\bright)_j
no	deeply X and deeply Y	right	wrong	deeply_. (\bwrong)_j and_. deeply_. (?!right)(\b\w+)_j
yes	deeply X and deeply Y	female	male	deeply_. (female)_j and_. deeply_. (male)_j
yes	deeply X and deeply Y	female	male	deeply_. (male)_j and_. deeply_. (female)_j
no	deeply X and deeply Y	female	male	deeply_. (?!female)(\b\w+)_j and_. deeply_. (\bmale)_j
no	deeply X and deeply Y	female	male	deeply_. (\bfemale)_j and_. deeply_. (?!male)(\b\w+)_j
no	deeply X and deeply Y	female	male	deeply_. (?!male)(\b\w+)_j and_. deeply_. (\bfemale)_j
no	deeply X and deeply Y	female	male	deeply_. (\bmale)_j and_. deeply_. (?!female)(\b\w+)_j
yes	deeply X and deeply Y	high	low	deeply_. (high)_j and_. deeply_. (low)_j
yes	deeply X and deeply Y	high	low	deeply_. (low)_j and_. deeply_. (high)_j
no	deeply X and deeply Y	high	low	deeply_. (?!high)(\b\w+)_j and_. deeply_. (\blow)_j
no	deeply X and deeply Y	high	low	deeply_. (\bhigh)_j and_. deeply_. (?!low)(\b\w+)_j
no	deeply X and deeply Y	high	low	deeply_. (?!low)(\b\w+)_j and_. deeply_. (\bhigh)_j
no	deeply X and deeply Y	high	low	deeply_. (\blow)_j and_. deeply_. (?!high)(\b\w+)_j
yes	deeply X and deeply Y	rural	urban	deeply_. (rural)_j and_. deeply_. (urban)_j
yes	deeply X and deeply Y	rural	urban	deeply_. (urban)_j and_. deeply_. (rural)_j
no	deeply X and deeply Y	rural	urban	deeply_. (?!rural)(\b\w+)_j and_. deeply_. (\burban)_j
no	deeply X and deeply Y	rural	urban	deeply_. (\brural)_j and_. deeply_. (?!urban)(\b\w+)_j
no	deeply X and deeply Y	rural	urban	deeply_. (?!urban)(\b\w+)_j and_. deeply_. (\brural)_j
no	deeply X and deeply Y	rural	urban	deeply_. (\burban)_j and_. deeply_. (?!rural)(\b\w+)_j
yes	deeply X and deeply Y	cold	hot	deeply_. (cold)_j and_. deeply_. (hot)_j
yes	deeply X and deeply Y	cold	hot	deeply_. (hot)_j and_. deeply_. (cold)_j
no	deeply X and deeply Y	cold	hot	deeply_. (?!cold)(\b\w+)_j and_. deeply_. (\bhot)_j
no	deeply X and deeply Y	cold	hot	deeply_. (\bcold)_j and_. deeply_. (?!hot)(\b\w+)_j
no	deeply X and deeply Y	cold	hot	deeply_. (?!hot)(\b\w+)_j and_. deeply_. (\bcold)_j
no	deeply X and deeply Y	cold	hot	deeply_. (\bhot)_j and_. deeply_. (?!cold)(\b\w+)_j
yes	deeply X and deeply Y	poor	rich	deeply_. (poor)_j and_. deeply_. (rich)_j
yes	deeply X and deeply Y	poor	rich	deeply_. (rich)_j and_. deeply_. (poor)_j
no	deeply X and deeply Y	poor	rich	deeply_. (?!poor)(\b\w+)_j and_. deeply_. (\brich)_j
no	deeply X and deeply Y	poor	rich	deeply_. (\bpoor)_j and_. deeply_. (?!rich)(\b\w+)_j
no	deeply X and deeply Y	poor	rich	deeply_. (?!rich)(\b\w+)_j and_. deeply_. (\bpoor)_j
no	deeply X and deeply Y	poor	rich	deeply_. (\brich)_j and_. deeply_. (?!poor)(\b\w+)_j
yes	deeply X and deeply Y	difficult	easy	deeply_. (difficult)_j and_. deeply_. (easy)_j
yes	deeply X and deeply Y	difficult	easy	deeply_. (easy)_j and_. deeply_. (difficult)_j
no	deeply X and deeply Y	difficult	easy	deeply_. (?!difficult)(\b\w+)_j and_. deeply_. (\beasy)_j
no	deeply X and deeply Y	difficult	easy	deeply_. (\bdifficult)_j and_. deeply_. (?!easy)(\b\w+)_j
no	deeply X and deeply Y	difficult	easy	deeply_. (?!easy)(\b\w+)_j and_. deeply_. (\bdifficult)_j
no	deeply X and deeply Y	difficult	easy	deeply_. (\beasy)_j and_. deeply_. (?!difficult)(\b\w+)_j
yes	deeply X and deeply Y	optimistic	pessimistic	deeply_. (optimistic)_j and_. deeply_. (pessimistic)_j
yes	deeply X and deeply Y	optimistic	pessimistic	deeply_. (pessimistic)_j and_. deeply_. (optimistic)_j
no	deeply X and deeply Y	optimistic	pessimistic	deeply_. (?!optimistic)(\b\w+)_j and_. deeply_. (\bpessimistic)_j
no	deeply X and deeply Y	optimistic	pessimistic	deeply_. (\boptimistic)_j and_. deeply_. (?!pessimistic)(\b\w+)_j
no	deeply X and deeply Y	optimistic	pessimistic	deeply_. (?!pessimistic)(\b\w+)_j and_. deeply_. (\boptimistic)_j
no	deeply X and deeply Y	optimistic	pessimistic	deeply_. (\bpessimistic)_j and_. deeply_. (?!optimistic)(\b\w+)_j
yes	deeply X and deeply Y	permanent	temporary	deeply_. (permanent)_j and_. deeply_. (temporary)_j
yes	deeply X and deeply Y	permanent	temporary	deeply_. (temporary)_j and_. deeply_. (permanent)_j
no	deeply X and deeply Y	permanent	temporary	deeply_. (?!permanent)(\b\w+)_j and_. deeply_. (\btemporary)_j
no	deeply X and deeply Y	permanent	temporary	deeply_. (\bpermanent)_j and_. deeply_. (?!temporary)(\b\w+)_j
no	deeply X and deeply Y	permanent	temporary	deeply_. (?!temporary)(\b\w+)_j and_. deeply_. (\bpermanent)_j
no	deeply X and deeply Y	permanent	temporary	deeply_. (\btemporary)_j and_. deeply_. (?!permanent)(\b\w+)_j
